model_choice,reducer_choice,n_components,y_scale,train_rmse,val_rmse,test_rmse,s_kl,s_rmlse,t_kl,t_rmlse,model_path
cnn,fa,2,True,12.075244052808234,13.032818630795115,10.748595423755251,0.09123719099293362,0.8471194422583214,0.08809636056452044,0.7060933162735845,./logs\0321145057\best_model_1_0.h5
cnn,pca,2,False,10.860510841313774,11.887060080647755,10.692407480441824,0.07811399364248184,0.6420949470956661,0.08899692753443783,0.6737528943104041,./logs\0321100952\best_model_0_2.h5
cnn,fa,2,False,10.67067639711636,12.310648115453509,10.976573223264424,0.0759386807897755,0.6694596477655091,0.09365820425151196,0.6987653611409351,./logs\0321100952\best_model_1_0.h5
cnn,fa,6,False,12.037165709846398,12.421847412473118,11.302899091029664,0.08724279730119233,0.6568252685094825,0.09390985203073172,0.7141125609443801,./logs\0321100952\best_model_4_2.h5
cnn,tca,2,True,14.42300629806909,14.169247715095095,11.296557420879859,0.2018818044833055,2.1717250764390172,0.09413765471694131,0.8216369277607357,./logs\0321145057\best_model_2_2.h5
cnn,pca,10,True,12.022793642510504,13.032362212222832,11.416084829318413,0.08671518933931319,0.7521438970444788,0.09487428755402591,0.7079438310797004,./logs\0321145057\best_model_6_0.h5
cnn,pca,2,True,12.78707010960897,12.443365528051423,10.835451398609825,0.14690712779048498,1.9306902589233925,0.09607677181363874,1.435445628049665,./logs\0321145057\best_model_0_2.h5
cnn,pca,18,False,10.74308859041451,12.63226643571347,11.588605058448167,0.08279360520255953,0.6335972090695761,0.09826278944028,0.6878990626377388,./logs\0321100952\best_model_12_0.h5
cnn,pca,26,False,11.635364525308704,12.731521936354893,12.125992047502944,0.07995392647945401,0.6146285205789005,0.09842617948654103,0.7116388368860331,./logs\0321100952\best_model_18_2.h5
cnn,pca,18,True,12.50698293646078,12.678593304180096,11.383599927569492,0.1141340545809414,1.3449415519007375,0.09917285603055973,0.7074591020678231,./logs\0321145057\best_model_12_0.h5
cnn,pca,26,True,11.839117676497661,12.733458914415975,11.560154514772037,0.08329993883423283,0.816498408675156,0.09965614881140543,0.7469796298123484,./logs\0321145057\best_model_18_0.h5
cnn,tca,14,True,12.983411590931912,13.026110521797973,11.512898782924099,0.12791929449860046,1.674878128820904,0.10111816327737813,0.7637523418342369,./logs\0321145057\best_model_11_2.h5
cnn,pca,6,True,10.444569698344049,12.301982074908324,11.464025016671311,0.074134163842019,0.9838327607050124,0.1013326552000205,0.8555708515429965,./logs\0321145057\best_model_3_0.h5
cnn,tca,10,True,12.307448997213676,12.508598014960528,11.625158694001618,0.09171208192935112,1.0905605518036552,0.10148153691039287,0.7560890358409776,./logs\0321145057\best_model_8_0.h5
cnn,fa,30,False,8.712799278159673,12.366602902952586,11.689520673955471,0.048384980255061966,0.5638755434904378,0.10309618175773701,0.7243136232572711,./logs\0321100952\best_model_22_2.h5
cnn,tca,2,False,14.065701737755088,13.489523362289882,11.698744132510333,0.15415764846915148,0.8261110601064057,0.10422246702882937,0.7015543783514587,./logs\0321100952\best_model_2_0.h5
cnn,tca,14,False,9.966214279782683,11.624238970056092,11.712048168064518,0.0633762586115531,0.5823843492380635,0.10464424519818982,0.7490186396609254,./logs\0321100952\best_model_11_0.h5
cnn,tca,6,False,11.053318480384894,12.111361121453946,11.605153665049446,0.06928787051483917,0.6122821930121016,0.10581651270210382,0.7827737822386479,./logs\0321100952\best_model_5_0.h5
cnn,tca,10,False,11.320382628197796,12.924247187849836,10.951596214384004,0.07443402636875855,0.5907463963533937,0.10591817114715693,0.7188143210303047,./logs\0321100952\best_model_8_1.h5
cnn,tca,22,False,9.981735987210662,11.58157200545642,11.443474090753082,0.06279926063457221,0.5835139929921459,0.1059987396599792,0.7255730490540812,./logs\0321100952\best_model_17_2.h5
cnn,pca,14,True,11.569539662635218,12.461459547382917,12.318387665254312,0.10591542608838259,1.594436060619593,0.10645629843651741,0.9167678459621565,./logs\0321145057\best_model_9_0.h5
cnn,fa,26,False,8.021283995013217,11.831590143087663,12.218923478136597,0.04783060049263456,0.5484685658295201,0.10651747522684094,0.7529187183587339,./logs\0321100952\best_model_19_2.h5
cnn,tca,30,False,9.64026812423908,11.14002536397416,12.299472431860668,0.06483422371949263,0.5701671444213187,0.10856477088834683,0.7315953654077273,./logs\0321100952\best_model_23_0.h5
cnn,fa,18,False,8.754736325769878,11.17953703208249,11.731642454451801,0.050232688028100166,0.5399874203244005,0.11111727385222536,0.7579814629458173,./logs\0321100952\best_model_13_2.h5
cnn,tca,6,True,11.876766167997655,13.375996781356607,11.252539321359018,0.11568691720105989,1.8686621491914288,0.11133909058606281,1.2685564033737595,./logs\0321145057\best_model_5_2.h5
cnn,fa,14,True,10.452661766293694,12.318863971211028,12.854634607380701,0.07040378124447044,0.7267004468661179,0.11565168355249572,0.7875863628441666,./logs\0321145057\best_model_10_1.h5
cnn,pca,22,True,12.44543118305336,13.178004146557322,12.464573431586324,0.14433737700905347,2.004869350647633,0.11586272927196153,0.812609818459336,./logs\0321145057\best_model_15_0.h5
cnn,pca,10,False,13.112807755144276,14.44406867717027,12.46602405518716,0.12451640288965266,0.7854151808587153,0.1183306217776669,0.7279581112148255,./logs\0321100952\best_model_6_3.h5
cnn,fa,26,True,11.059486333602045,12.249466464765266,12.507285517502638,0.08126105476189871,0.7457737536943672,0.11991182261235556,0.8389080649993378,./logs\0321145057\best_model_19_2.h5
cnn,pca,22,False,9.729700753831407,12.88551583705292,13.65529796771218,0.06655643150535531,0.6262789728925685,0.11991782220646993,0.7660359397955234,./logs\0321100952\best_model_15_1.h5
cnn,tca,18,False,10.5601958097697,11.816662449417402,12.272504005266454,0.06343777883776558,0.5837059219454,0.12012942528299393,0.7762801919067494,./logs\0321100952\best_model_14_0.h5
cnn,tca,26,True,12.822080035192993,12.852263672715502,11.881745612784226,0.09640438097307612,0.828222274710667,0.12171306689039055,0.8487253214802948,./logs\0321145057\best_model_20_0.h5
cnn,pca,14,False,9.365530916225907,11.221436377613474,13.005622381553016,0.05722908359303689,0.5920350363121766,0.12366610519892662,0.82980503691128,./logs\0321100952\best_model_9_2.h5
cnn,fa,30,True,5.880954947575586,12.217617993374798,12.625755054819942,0.03614259530408004,0.5979762045060808,0.12369733055968957,0.7848527767483441,./logs\0321145057\best_model_22_2.h5
cnn,pca,6,False,10.021465491764172,12.04019642096642,12.702407271535089,0.059357181313923965,0.5599074969872412,0.12418171431217875,0.8332939821426683,./logs\0321100952\best_model_3_2.h5
cnn,fa,22,True,11.235948413843941,13.02098280130688,12.962268744779282,0.07932345774703842,0.716084465694039,0.12424346895507363,0.8007744701976487,./logs\0321145057\best_model_16_3.h5
cnn,fa,6,True,11.588464473641025,12.015492206554404,13.10507073226069,0.07861141358373502,0.7178804525879869,0.12517130951249197,0.8433071524363717,./logs\0321145057\best_model_4_2.h5
cnn,tca,26,False,9.59135505565382,11.621990769464883,12.563917535453367,0.0530014031353099,0.5905433818609077,0.12539885575723775,0.7959912604950573,./logs\0321100952\best_model_20_0.h5
cnn,fa,22,False,10.192988925991598,11.917370357452295,12.549894021425429,0.06572606561592911,0.5967791549265634,0.1273323472496265,0.8001021234782916,./logs\0321100952\best_model_16_2.h5
cnn,pca,30,True,11.46673047445208,11.982051332158997,12.98340204294902,0.08243910502744094,0.8141116968248989,0.12747534702118107,0.8530754908583355,./logs\0321145057\best_model_21_2.h5
cnn,fa,10,False,13.546465025791946,14.894468523073142,12.653700200142536,0.13381075921789232,0.8219483168729248,0.12828819682987888,0.7731128016127005,./logs\0321100952\best_model_7_1.h5
cnn,fa,14,False,14.073051650129994,14.94970663550191,11.58102141675198,0.1338874800813706,0.8089615294623816,0.13351351332165262,0.8324669827785115,./logs\0321100952\best_model_10_3.h5
cnn,fa,10,True,11.111239252055887,12.915214884438821,13.457258112134914,0.079414746474504,0.766407649494004,0.1355806932593583,0.8598758271654051,./logs\0321145057\best_model_7_2.h5
cnn,pca,30,False,8.424404410037674,11.65242130597653,15.237808050023014,0.05034671064249256,0.5296586332520935,0.1574968151869615,0.8917269062602429,./logs\0321100952\best_model_21_2.h5
cnn,tca,30,True,13.410183006624768,13.456923953423198,12.21567709856867,0.20227642559595332,2.4143467256159674,0.17147437540731286,1.99065113963567,./logs\0321145057\best_model_23_1.h5
cnn,tca,22,True,16.254473087018233,15.850357636049218,11.925540732786379,0.4394803916179565,3.682978950486072,0.1966930971480067,2.5914194258522056,./logs\0321145057\best_model_17_2.h5
cnn,tca,18,True,13.034737975978427,12.892540142568015,11.754287486194263,0.2460472027304937,2.783729011748883,0.2958238909774128,3.196715898748446,./logs\0321145057\best_model_14_0.h5
cnn,fa,18,True,9.93698091169128,12.280478987340459,12.309331480298862,0.0612604679132428,0.8362846471884283,0.44894847112111225,3.136661354039947,./logs\0321145057\best_model_13_0.h5
